,brand,model,full_title,engine_displacement_cm3,power_hp,ad_description,price_eur,mileage_km,fuel_type,production_year
5846,Citroën,Berlingo,Citroën Berlingo 1.6 BlueHDi 75 BVM5 Feel,1560.0,75.0,"Stare buna, persoana juridica",3375.0,242135.0,Diesel,2015.0
5847,Bentley,Bentayga,Bentley Bentayga,5990.0,610.0,Bentayga - Mulliner - W12 6.0L,84990.0,170000.0,Benzina,2018.0
5848,Suzuki,Ignis,Suzuki Ignis,1197.0,83.0,Suzuki Ignis / Hibrid / Push Start / Senzori / Încălzire scaune,11900.0,46850.0,Hibrid,2022.0
5849,Ford,Focus,Ford Focus 1.5 EcoBlue 8AT Titanium,1499.0,115.0,Ford Focus Titanium 1.5 TD 115 CP AT8,21699.99,15692.0,Diesel,2023.0
5850,MG,EHS,MG EHS 1.5 T-GDi AT PHEV Excite,1490.0,162.0,"MG MG EHS PLUG-IN HYBRID 1.5 T-GDI 258CP, Autonomie EV (WLTP): 52 km.",33200.0,5000.0,Hibrid Plug-In,2025.0
5851,BMW,Seria 6,BMW Seria 6 640d xDrive Coupe M Sport Edition,2993.0,313.0,Stoc Bucuresti! BMW 640d xDrive Coupe! M Packet!,21980.0,159055.0,Diesel,2017.0
5852,Kia,Sportage,Kia Sportage 1.6 T-GDI HEV 6AT 4x2 Business Line,1598.0,180.0,"Autoturism din reprezentanta Kia Iasi. Garantie 7 ANI, TVA deductibil.",39137.45,10500.0,Hibrid,2024.0
5853,Audi,A6,Audi A6 40 TFSI S tronic MHEV S Line,1984.0,204.0,Audi A6 2.0 TFSI S-Line,39900.0,34680.0,Benzina,2021.0
5854,Dacia,Sandero,Dacia Sandero 1.0 SCe Ambiance,998.0,73.0,60000 km /Ac/geamuri electrice/Garantie,4990.0,60000.0,Benzina,2018.0
5855,Land Rover,Range Rover Sport,Land Rover Range Rover Sport 3.0 TDV6,2993.0,211.0,New Model - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,12490.0,210000.0,Diesel,2012.0
5856,BMW,,BMW Seria 2,1995.0,190.0,BMW Series 2 2.0D 190CP Gran Tourer Advantage,24018.5,89576.0,Diesel,2021.0
5857,BMW,Seria 3,BMW Seria 3,1995.0,115.0,BMW F31 / Xenon / Scaune memorie / HiFi / Joystick,8999.0,264300.0,Diesel,2013.0
5858,Mazda,3,Mazda 3,1998.0,120.0,"Vând Mazda 3, an fabricație 2016, 95.000 km",10900.0,94254.0,Benzina,2016.0
5859,Opel,Grandland X,Opel Grandland X 2.0 D Start/Stop Automatik Design Line,1997.0,177.0,Finantare / Garantie / Stare tehnica si optica 10/10,13995.0,200500.0,Diesel,2020.0
5860,DS Automobiles,DS 7 Crossback,DS Automobiles DS 7 Crossback,1598.0,225.0,"GARANTIE 2 ANI, Rivoli, Masaj, Piele, Scaune incalzite si ventilate",22489.99,159943.0,Benzina,2021.0
5861,Mercedes-Benz,G,Mercedes-Benz G AMG 63 AMG Speedshift 9G-TRONIC,3982.0,585.0,Mercedes-Benz Clasa G 63 AMG,187092.62,14200.0,Benzina,2023.0
5862,Volvo,V60,Volvo V60,2398.0,240.0,Plug In - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,12990.0,190000.0,Hibrid Plug-In,2014.0
5863,Toyota,Camry,Toyota Camry 2.5 Hybrid Business,2487.0,218.0,Toyota Camry 2.5Hybrid 218CP Business,30855.0,45342.0,Hibrid,2022.0
5864,BMW,X3,BMW X3 xDrive20d Aut.,1995.0,190.0,BMW X3 xDrive 20d / 190 CP,28919.0,75205.0,Diesel,2019.0
5865,BMW,M4,BMW M4 M440i xDrive AT MHEV,2998.0,374.0,"Facelift, Istoric complet BMW, Garanție, Posibilitate Leasing",57898.5,46375.0,Benzina,2023.0
5866,MG,HS,MG HS 1.5 T-GDi 7DCT Exclusive,1496.0,170.0,MG HS ICE 5 usi Exclusive 1.5 T-GDi 172 CP A7,29486.49,1.0,Benzina,2025.0
5867,Mercedes-Benz,A,Mercedes-Benz A 250 e 8G-DCT AMG Line,1332.0,218.0,A 250 e AMG Line+Night+Navi MBUX+Confort+Park,30600.9,52500.0,Hibrid Plug-In,2021.0
5868,BMW,Seria 8,BMW Seria 8,4395.0,530.0,Bmw Seria 8 M 850i Xdrive,66600.82,59927.0,Benzina,2019.0
5869,Volkswagen,Golf,Volkswagen Golf 1.5 TSI eHybrid DSG PHEV Life,1498.0,204.0,Golf Life 1.5 TSI DSG PHEV,35951.37,5.0,Hibrid Plug-In,2025.0
5870,Hyundai,i30,Hyundai i30,1353.0,140.0,Hyundai i30 III / 1.4 T-GDi / LED / Start-Stop / Senzori parcare,13999.0,133020.0,Benzina,2017.0
5871,Dacia,Duster,Dacia Duster 1.5 dCi 4x2 Prestige,1461.0,110.0,Garantie 1 an / Posibilitate finantare,7450.0,206000.0,Diesel,2014.0
5872,Audi,Q5,Audi Q5 2.0 TDI Quattro S-Tronic,1968.0,170.0,Audi Q5 S-Line,12990.0,231432.0,Diesel,2012.0
5873,Dacia,Logan,Dacia Logan ECO-G 100 MT5 Comfort,999.0,100.0,Logan 0.9 gaz de fabrica cel mai dotat model !,7800.0,129000.0,Benzina + GPL,2020.0
5874,Mini,Cooper SE,Mini Cooper SE,,,,16698.0,41349.0,Electric,2020.0
5875,Hyundai,Tucson,Hyundai Tucson 1.6 T-GDi 4WD 7DCT Premium,1591.0,177.0,Garantie/Rate Fixe/Avans 0/ Km Reali,14990.0,161560.0,Benzina,2016.0
5876,Mercedes-Benz,SLK,Mercedes-Benz SLK,1796.0,183.0,"Mercedes Slk 200 Amg, an fabr. 2013",18500.0,125000.0,Benzina,2013.0
5877,McLaren,720S,McLaren 720S,3990.0,1050.0,McLaren 720S - Performance - 1050 Cai V8,184990.0,70000.0,Benzina,2019.0
5878,BMW,X1,BMW X1 xDrive25e xLine,1499.0,220.0,"GARANTIE 2 ANI, LED, Navi, Scaune incalzite, Camera, Pilot automat",23490.01,117076.0,Hibrid Plug-In,2021.0
5879,Land Rover,Range Rover Velar,Land Rover Range Rover Velar 2.0 R-Dynamic,1999.0,179.0,Range Rover Velar – Folie Black Opalus | Stare foarte bună | Firmă,26500.0,126500.0,Diesel,2018.0
5880,Mazda,CX-60,Mazda CX-60 e-Skyactiv PHEV Takumi,2488.0,192.0,Mazda CX-60 Takumi DEMO | PHEV | 327 CP | 56.700€ TVA inclus,56700.0,4000.0,Hibrid Plug-In,2025.0
5881,Land Rover,Range Rover Velar,Land Rover Range Rover Velar 2.0 R-Dynamic S,1999.0,179.0,New Model - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,26990.01,140000.0,Diesel,2019.0
5882,Dacia,Duster,Dacia Duster TCe 150 EDC Extreme,,,,20500.0,26121.0,Benzina,2024.0
5883,Ford,Focus,Ford Focus 1.5 EcoBlue Trend,1499.0,120.0,Unic proprietar - Km 100% reali - TVA deductibil,12950.0,45108.0,Diesel,2021.0
5884,Dacia,Duster,Dacia Duster TCe 130 4X4 MHEV Extreme,1199.0,130.0,"Duster extreme, 4x4, 130cp, proprietar, garantie",24900.0,2090.0,Benzina,2025.0
5885,BMW,X4,BMW X4 xDrive30d AT MHEV,2993.0,286.0,"Primul propietar,M-Paket,2 Seturi Jante,Garantie 30000kmBmw,Finantare!",47999.49,106680.0,Diesel,2021.0
5886,BMW,X5,BMW X5 xDrive30d,2993.0,265.0,BMW X5 xDrive30d 265CP | 2020 | M Sport | Laserlight & Head-Up Display,43850.0,179850.0,Diesel,2020.0
5887,Jeep,Compass,Jeep Compass 1.3 T4 4xe PLUG-IN HYBRID Automatik S,1332.0,180.0,2022 4X4 PlugIN Hybrid 240CP Ventilatie ACC Camera360 ALPINS GARANTIE,24480.0,62300.0,Hibrid Plug-In,2022.0
5888,BMW,X5,BMW X5 xDrive30d,2993.0,265.0,BMW X5 M Pachet Original Impecabil,44999.0,150000.0,Diesel,2020.0
5889,BMW,X5,BMW X5,,,,53499.99,132476.0,Hibrid Plug-In,2021.0
5890,Volkswagen,Caddy,Volkswagen Caddy Style 1.5 TSI 84 kW DSG,,,,37990.37,4200.0,Benzina,2025.0
5891,Land Rover,Range Rover,Land Rover Range Rover 4.2 V8 SuperCharged Aut,4196.0,400.0,Stare tehnica 10/10 / Dotari functionale complet / 4.2 V8 Benzina,9990.0,226700.0,Benzina,2008.0
5892,Volkswagen,Golf,Volkswagen Golf 2.0 TDI SCR Life,1968.0,150.0,Golf 8 TDI. Km.21.454. An 2023.,17500.0,21484.0,Diesel,2023.0
5893,Ford,Kuga,Ford Kuga 2.0 TDCi 4WD Powershift ST-Line,1997.0,180.0,2.0 TDCi 4WD Powershift ST-Line,16890.0,160229.0,Diesel,2018.0
5894,Jeep,Wrangler,Jeep Wrangler ver-unlimited-2-0-4xe-plug--in-hybrid-softtop-sahara,1995.0,272.0,2.0 Plug-in Hybrid 380CP 4xe 4x4 / Posibilitate Leasing /,54999.0,7228.0,Hibrid Plug-In,2024.0
5895,Mercedes-Benz,S Maybach,Mercedes-Benz S Maybach Mercedes-Maybach 680 4MATIC Long,5980.0,612.0,Mercedes-Benz Maybach S680 V12,192176.47,27500.0,Benzina,2023.0
5896,Mercedes-Benz,G,Mercedes-Benz G AMG 63 SW Long Aut. MHEV,3982.0,585.0,Mercedes-Benz G63 AMG - MODEL 2025 Mild Hybrid,232848.73,6000.0,Benzina,2024.0
5897,DS Automobiles,DS 7 Crossback,DS Automobiles DS 7 Crossback,1598.0,180.0,"GARANTIE 2 ANI, Opera, Piele, Pano, Scaune ventilate cu masaj",21990.01,93905.0,Benzina,2019.0
5898,Lamborghini,URUS,Lamborghini URUS,3996.0,800.0,Lamborghini URUS SE 2025 Hibrid Model Nou!,411400.0,25.0,Benzina,2025.0
5899,Lamborghini,URUS,Lamborghini URUS,3996.0,650.0,Lamborghini Urus 4.0 V8 650 cp,223697.48,75000.0,Benzina,2020.0
5900,Audi,A5,Audi A5 Coupe 2.0 TFSI quattro S tronic Design,1984.0,251.0,Stare tehnica si optica 10/10 / Finantare / Posibilitate garantie,25000.0,57000.0,Benzina,2018.0
5901,Land Rover,Range Rover Evoque,Land Rover Range Rover Evoque 2.0 D200 MHEV SE,1999.0,204.0,2.0 D 190 Cp 4X4 - Sport Dinamic - Meridian,17999.0,146500.0,Diesel,2018.0
5902,BMW,Seria 5,BMW Seria 5 530d Touring Sport-Aut.,2993.0,235.0,BMW Seria 5 Facelift,4900.0,328250.0,Diesel,2007.0
5903,Toyota,Yaris,Toyota Yaris 1.5 VVT-i HSD Dynamic,1490.0,92.0,Toyota Yaris HEV Dynamic 1.5,24302.85,10.0,Hibrid,2024.0
5904,BMW,X1,BMW X1 xDrive20d Aut.,1995.0,190.0,BMW X1 2.0 D Xdrive,21999.0,133811.0,Diesel,2020.0
5905,BMW,X2,BMW X2 sDrive20d AT,,,,22490.0,100086.0,Diesel,2021.0
5906,Land Rover,Range Rover Evoque,Land Rover Range Rover Evoque,,,,13499.0,216212.0,Diesel,2016.0
5907,Mercedes-Benz,GLC,Mercedes-Benz GLC 300 4MATIC MHEV,1999.0,258.0,Mercedes-Benz GLC 300 Coupe 4MATIC,73108.39,27535.0,Benzina,2024.0
5908,Audi,A4 Allroad,Audi A4 Allroad 2.0 40 TDI quattro S tronic MHEV,1968.0,204.0,Audi A4 Allroad 2.0 40TDI Quattro S tronic MHEV,33899.99,28239.0,Diesel,2021.0
5909,Volvo,XC 60,Volvo XC 60 B4 MHEV AT8 AWD Inscription,1969.0,197.0,rate / credit auto / posibilitate garantie,28999.0,120200.0,Diesel,2020.0
5910,Dacia,Duster,Dacia Duster TCe 150 EDC Extreme,1332.0,150.0,Dacia DUSTER Extreme TCE 150 EDC,20499.82,26121.0,Benzina,2024.0
5911,Volkswagen,Passat,Volkswagen Passat,1968.0,140.0,"Primul propietar din Romania,Stare buna,cauciucuri noi",3200.0,388000.0,Diesel,2005.0
5912,Audi,Q8,Audi Q8 3.0 50 TDI quattro Tiptronic MHEV,2967.0,285.0,Sport-Line/Panoramic/360 Camera/Distronic/Pneumatic/Carlig/Keyless,51999.75,129750.0,Diesel,2019.0
5913,Kia,Sportage,Kia Sportage,,,,19999.0,97100.0,Diesel,2021.0
5914,Mercedes-Benz,GLC,Mercedes-Benz GLC 300 de 4Matic 9G-TRONIC,1950.0,306.0,Mercedes-Benz GLC 300de 4Matic EQ-Power/Posibilitate finantare,26999.0,184850.0,Hibrid Plug-In,2021.0
5915,BMW,Seria 3,BMW Seria 3 320d Aut. xDrive Edition Luxury Line Purity,1995.0,190.0,Primul proprietar/ Garanție / BuyBack / Leasing,15490.0,201264.0,Diesel,2016.0
5916,Maserati,Quattroporte,Maserati Quattroporte D GranLusso,2987.0,275.0,Primul proprietar / Garanție / BuyBack / Leassing,39990.0,163590.0,Diesel,2019.0
5917,Citroën,C4 Grand Space Tourer,Citroën C4 Grand Space Tourer 1.5 BlueHDi S&S EAT8 Feel,1499.0,130.0,Leassing/ Garanție/ BuyBack,9489.99,189485.0,Diesel,2019.0
5918,Citroën,C5 Aircross,Citroën C5 Aircross 1.5 BlueHDi S&S BVM6 Live,1499.0,130.0,Primul proprietar/ Garanție / BuyBack / Leassing,11990.0,150893.0,Diesel,2019.0
5919,Dacia,Duster,Dacia Duster 1.5 Blue dCi Prestige,1461.0,115.0,"Dacia Duster 1,5DCI PRESTIGE",12490.0,128600.0,Diesel,2020.0
5920,Nissan,Juke,Nissan Juke 1.5 dCi Acenta,1461.0,110.0,Primul proprietar / Leassing / BuyBack / Garanție,6490.0,200313.0,Diesel,2012.0
5921,Land Rover,Discovery Sport,Land Rover Discovery Sport 2.0 l TD4 HSE Aut.,1999.0,150.0,Land Rover Discovery Sport 2000cm3 150 cp,11900.0,189000.0,Diesel,2016.0
5922,Audi,A5,Audi A5 Sportback 2.0 TFSI quattro S-tronic,1984.0,211.0,Audi A5 2.0 TFSI quattro S-Line,8400.0,246000.0,Benzina,2011.0
5923,BMW,Seria 5,BMW Seria 5,2993.0,340.0,Bmw M550d 381 CP,17990.0,210000.0,Diesel,2016.0
5924,Mercedes-Benz,E,Mercedes-Benz E AMG 53 HYBRID 4Matic+ AMG SPEEDSHIFT TCT 9G,2999.0,585.0,Mercedes-AMG E 53 Plug-In,109500.16,19300.0,Hibrid Plug-In,2024.0
5925,BMW,Seria 5,BMW Seria 5 530e AT PHEV,1998.0,252.0,M-Pachet/Garantie/Inmatriculata/Carplay/360,26989.99,157565.0,Hibrid Plug-In,2018.0
5926,Dacia,Logan,Dacia Logan MCV Blue dCi 95 Stepway,1461.0,95.0,Dacia Logan MCV Setpway,8990.0,146000.0,Diesel,2021.0
5927,Audi,A3,Audi A3 2.0 TDI Sportback (clean diesel) Attraction,1968.0,150.0,"Faruri FULL LED , Navi , Piele , 2 Chei , FACTURA CU KM!",10790.0,203267.0,Diesel,2015.0
5928,Lexus,Seria RX,Lexus Seria RX,2400.0,381.0,LEXUS RX500h+ Performance Direct4 Hybrid FSport 371 CP,73900.0,11907.0,Hibrid,2024.0
5929,Toyota,RAV4,Toyota RAV4,2487.0,222.0,Toyota Rav4 2.5 Hybrid Exclusive HSD E-cvt 4WD,32428.0,73165.0,Hibrid,2020.0
5930,Toyota,RAV4,Toyota RAV4,2487.0,218.0,Toyota Rav4 2.5 Hybrid Exclusive HSD E-cvt,31702.0,35276.0,Hibrid,2020.0
5931,BMW,X1,BMW X1,,,,13899.0,158900.0,Diesel,2019.0
5932,Skoda,Octavia,Skoda Octavia 1.4 TSI DSG Style,1395.0,149.0,"Skoda Octavia Style, 1.4 TSI DSG, 150 CP, EU6, 100.852 km, 2017",17000.0,100852.0,Benzina,2017.0
5933,Audi,A6,Audi A6 40 TDI S tronic MHEV Advanced,1968.0,204.0,Audi A6 HIBRID 2.0 204 Cp / BiXenon + Led / Panoramic,24500.0,229000.0,Diesel,2019.0
5934,Ford,Mustang,Ford Mustang Cabrio 2.3 Eco Boost,2300.0,317.0,2024+ cabrio_ 2.3 ecoboost_ generația VII (MK7),49990.0,16600.0,Benzina,2024.0
5935,Volvo,XC 60,Volvo XC 60,1969.0,190.0,VOLVO XC 60 D4 Signature Edition,17500.0,131650.0,Diesel,2017.0
5936,Skoda,Superb,Skoda Superb Combi 1.4 TSI iV DSG L&K,1395.0,217.0,Skoda Superb Combi L&K 1.4 TSI / PHEV 218 CP,23899.92,114788.0,Hibrid Plug-In,2020.0
5937,Ford,Fiesta,Ford Fiesta 1.4 TDCi Comfort,1399.0,68.0,Fiesta - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,2989.99,140000.0,Diesel,2008.0
5938,Mercedes-Benz,SL,Mercedes-Benz SL Maybach 680 Monogram Series,3982.0,585.0,Mercedes-Maybach SL 680 Monogram Series,276051.82,35.0,Benzina,2025.0
5939,Citroën,C3,Citroën C3 1.4 HDI Advance,1398.0,68.0,"Citroen C3, 2010. 1398 cmc, Diesel",2900.0,247000.0,Diesel,2010.0
5940,Mercedes-Benz,E,Mercedes-Benz E 250 CDI BlueEfficiency Aut.,2143.0,204.0,Mercedes-Benz E 250 CDI BlueEfficiency 204 Cp,7400.0,260000.0,Diesel,2010.0
5941,BMW,Seria 8,BMW Seria 8 840d xDrive,2993.0,320.0,BMW 840xd 2019 Coupe - NU SCHIMB,39900.0,180000.0,Diesel,2019.0
5942,Opel,Vectra,Opel Vectra 1.9 CDTI Elegance,1910.0,150.0,Primul proprietar,2600.0,147000.0,Diesel,2008.0
5943,Mercedes-Benz,GLB,Mercedes-Benz GLB 220 d 4Matic 8G-DCT AMG Line,1950.0,190.0,MERCEDES GLB 220 D 4MATIC AMG PREMIUM/Posibilitate finantare,27898.97,191000.0,Diesel,2021.0
5944,BMW,X1,BMW X1 xDrive20d Aut. Sport Line,1995.0,190.0,Intretinuta la BMW Service,24393.6,134953.0,Diesel,2021.0
5945,MG,EHS,MG EHS 1.5T-GDI PHEV Luxury,,,,20570.0,63800.0,Hibrid Plug-In,2022.0
5946,Citroën,C-Elysée,Citroën C-Elysée PureTech Seduction,1199.0,82.0,Stare perfecta de funcționare / Istoric complet reprezentanta,5000.0,150000.0,Benzina,2016.0
5947,BMW,Seria 5,BMW Seria 5 520d AT,1995.0,190.0,BMW Seria 5 520d,22450.0,123775.0,Diesel,2019.0
5948,Volkswagen,Passat,Volkswagen Passat Variant 2.0 TDI 4Mot DSG Highline,1968.0,200.0,VW Passat 2.0 TDI 200HP Highline DSG 4WD R-LINE,22990.0,172523.0,Diesel,2021.0
5949,Mercedes-Benz,V,Mercedes-Benz V,1950.0,237.0,Mercedes-Benz Clasa V300 d elung AVANTGARDE,108224.82,3000.0,Diesel,2025.0
5950,Porsche,911,Porsche 911 Carrera 4 GTS PDK,2981.0,480.0,Porsche 911 Carrera 4 GTS 992.1,168999.49,6150.0,Benzina,2024.0
5951,Mercedes-Benz,CLA,Mercedes-Benz CLA,,,,39900.0,32844.0,Hibrid,2024.0
5952,Mercedes-Benz,S,Mercedes-Benz S 350 (BlueTEC) d 4Matic 7G-TRONIC,2987.0,258.0,"Mercedes S350 Bluetec 4 Matic,Posibilitate finantare",24998.6,240000.0,Diesel,2015.0
5953,Jeep,Wrangler,Jeep Wrangler Unlimited 2.0 Turbo AT8 Sahara,,,,52999.21,33000.0,Benzina,2021.0
5954,BMW,X6,BMW X6 xDrive30d,2993.0,258.0,Bmw X6 /// M PACHET / 3.0 258 Cp / X Drive,23999.0,176500.0,Diesel,2015.0
5955,Mercedes-Benz,GLC Coupe,Mercedes-Benz GLC Coupe AMG 43 4MATIC AMG Speedschift MCT 9G AMG Line Premium,1991.0,421.0,Mercedes-AMG GLC 43 Coupe 4Matic,89500.07,12470.0,Benzina,2024.0
5956,DS Automobiles,DS 4,DS Automobiles DS 4 DS4 1.5 BlueHDi 130 S&S EAT8 TROCADERO,1499.0,130.0,"Tva deductibil,Garantie,Km reali,Finantare",24950.0,47149.0,Diesel,2023.0
5957,Mercedes-Benz,C,Mercedes-Benz C,2143.0,170.0,"Mercedes C-Class 220 CDI, an de fabricație 2015, automată, impecabilă",15300.0,254032.0,Diesel,2015.0
5958,Volvo,XC 60,Volvo XC 60 T8 Twin Engine AWD Geartronic Inscription,1969.0,320.0,"VOLVO XC60 T8 Twin Engine AWD Business Sport,Posibilitate finantare",26944.28,147000.0,Hibrid Plug-In,2020.0
5959,Opel,Insignia,Opel Insignia 2.0 CDTI Design Edition,1956.0,160.0,Opel Insignia 2010,4300.0,235000.0,Diesel,2009.0
5960,Volkswagen,Passat,Volkswagen Passat Variant 1.4 TSI Comfortline,1390.0,122.0,"Volkswagen Passat B6, 2010, km 204.805",1450.0,204805.0,Benzina,2010.0
5961,Kia,XCeed,Kia XCeed 1.6 GDI DCT6 OPF Plug-in-Hybrid VISION,1580.0,105.0,1.6 GDI Plug in Hybrid Tva Garantie,20020.66,65900.0,Hibrid Plug-In,2022.0
5962,Mercedes-Benz,GLE Coupe,Mercedes-Benz GLE Coupe AMG 63 S 4Matic+ AMG Speedshift TCT 9G,3982.0,612.0,GLE 63 S AMG 4M Coupe Panorama+Airmatic+Manufaktur,95577.9,71000.0,Benzina,2020.0
5963,Volkswagen,Passat,Volkswagen Passat,,,,19900.0,129156.0,Hibrid Plug-In,2021.0
5964,Hyundai,Tucson,Hyundai Tucson PHEV 1.6 l 265 CP 4WD 6AT Premium,1598.0,180.0,"HYUNDAI TUCSON 1.6 PHEV 4wd 265cv Exellence Aut,Posibilitate finantare",31519.29,42300.0,Hibrid Plug-In,2023.0
5965,Renault,Scenic,Renault Scenic ENERGY dCi 110 S&S Bose Edition,1461.0,110.0,BOSE * Trapa * Panoramic * Clima * Keyless * Navi * Carlig,7499.0,278854.0,Diesel,2016.0
5966,Mazda,CX-5,Mazda CX-5 CD175 4x4 AT Revolution,2191.0,175.0,"MAZDA CX-5 2014 diesel, pret negociabil, EXECUTIVE",7990.0,224000.0,Diesel,2014.0
5967,BMW,Seria 4,BMW Seria 4 420d xDrive Gran Coupe M Sport,1995.0,190.0,BMW Baureihe 4 Gran Coupe 420 d xDrive M Sport IN STOC LA SIBIU,45654.62,68700.0,Diesel,2023.0
5968,Dacia,Logan,Dacia Logan,999.0,90.0,DACIA Logan 1.0 Benzina + GPL - 2024 - Garantie Dacia 2027,13250.0,38000.0,Benzina + GPL,2024.0
5969,Mercedes-Benz,EQT,Mercedes-Benz EQT 200 Premium,,,,47688.23,3000.0,Electric,2023.0
5970,Skoda,Fabia,Skoda Fabia 1.4 TDI DSG Style,1422.0,90.0,Mașina este pe societate și are TVA deductibil,8799.0,142500.0,Diesel,2018.0
5971,Volkswagen,Tiguan,Volkswagen Tiguan 2.0 TDI DSG Elegance,1968.0,150.0,"VW TIGUAN 2023 -26.000 KM, Garantie pana in 2028 sau limita 100.000 km",25600.0,26000.0,Diesel,2023.0
5972,Mercedes-Benz,AMG,Mercedes-Benz AMG,3982.0,584.0,Mercedes-AMG GT 63 4MATIC+ Autoturism demonstrativ,233255.46,3000.0,Benzina,2024.0
5973,Skoda,Karoq,Skoda Karoq 2.0 TDI 4X4 DSG Style,1968.0,150.0,Primul propietar,29000.0,45503.0,Diesel,2023.0
5974,Volkswagen,Tiguan,Volkswagen Tiguan 2.0 TDI DPF 4Motion Sport & Style,,,,9500.0,275500.0,Diesel,2011.0
5975,Mercedes-Benz,C,Mercedes-Benz C 200 MHEV,1496.0,204.0,Stare perfecta,33000.0,71200.0,Benzina,2021.0
5976,BMW,X3,BMW X3 xDrive20d AT Luxury Line,1995.0,190.0,"GARANTIE 2 ANI, Mild Hibird, 4x4, Suspensie adaptiva, Piele",34990.01,74556.0,Diesel,2021.0
5977,BMW,Seria 5,BMW Seria 5 528i Touring Sport-Aut.,,,,7700.0,357000.0,Benzina,2011.0
5978,Opel,Astra,Opel Astra Sport Tourer 1.6 CDTI ECOTEC ECOFlex Start/Stop Innovation,1598.0,110.0,Opel Astra K 1.6 CDTI DPF Business Start-Stop Euro 6,7999.0,176789.0,Diesel,2017.0
5979,Mercedes-Benz,A,Mercedes-Benz A 200 MHEV 7G-DCT Sedan,,,,36604.92,9955.0,Benzina,2023.0
5980,Volkswagen,Tiguan,Volkswagen Tiguan,1984.0,220.0,"Garanție 12Luni/Rate,Pano,HUD,Lane/Side ASSIST,Webasto,Încălzire Banch",19999.0,209802.0,Benzina,2018.0
5981,Mercedes-Benz,A,Mercedes-Benz A 160 Style,1595.0,102.0,"Mercedes A160. Benzina, Klima, Euro 5, Un Propietar",3160.0,133000.0,Benzina,2011.0
5982,Mercedes-Benz,GLC,Mercedes-Benz GLC 220 d 4Matic 9G-TRONIC Exclusive,1950.0,194.0,Mercedes-Benz GLC 220 d 4Matic,34472.9,102500.0,Diesel,2020.0
5983,Volkswagen,Touareg,Volkswagen Touareg 3.0 V6 TDI BMT,,,,16500.0,250964.0,Diesel,2015.0
5984,Volvo,XC 60,Volvo XC 60 T6 AWD Recharge Geartronic RDesign,1969.0,253.0,"Facelift,R-Design,KeyLess,Panoramic,Cam360,Garantie Volvo12luni",29998.32,184000.0,Hibrid Plug-In,2021.0
5985,Volvo,XC 40,Volvo XC 40,1477.0,180.0,"Facelift,R-Design,2 Culori,Garantie Volvo12 luni",24299.22,198000.0,Hibrid Plug-In,2023.0
5986,Mercedes-Benz,V,Mercedes-Benz V 250 d extralang 4Matic 9G-TRONIC Avantgarde Edition 2023,1950.0,190.0,"AMG,Camere 360,Masa,Ventilatie,Cam,Garantie Mercedes 12luni",58262.71,73000.0,Diesel,2022.0
5987,BMW,X6,BMW X6 xDriveM50d,2993.0,381.0,X6 5.0 D // 381 CP f16 Extra FULL // X-DRIVE ( 4X4 Permanent ),26990.0,220000.0,Diesel,2015.0
5988,Skoda,Scala,Skoda Scala 1.0 TSI Ambition,999.0,110.0,New Model - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,9490.01,170000.0,Benzina,2022.0
5989,Porsche,Cayenne,Porsche Cayenne 3.0 L V6,2967.0,240.0,Ultra Full - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,16767.14,280000.0,Diesel,2012.0
5990,Volkswagen,Touran,Volkswagen Touran Cross 2.0 TDI DSG,1968.0,140.0,Automat - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,9490.01,250000.0,Diesel,2012.0
5991,Toyota,Avensis,Toyota Avensis 1.8 Sdn. Sol,1794.0,129.0,Primul proprietar,2500.0,287782.0,Benzina,2005.0
5992,Mercedes-Benz,GLC,Mercedes-Benz GLC 300 de 4Matic 9G-TRONIC AMG Line Plus,,,,32955.56,182000.0,Hibrid Plug-In,2021.0
5993,Mercedes-Benz,GLC,Mercedes-Benz GLC 300 d 4Matic 9G-TRONIC AMG Line Plus,1950.0,245.0,Mașina se prezintă și rulează impecabil.,35499.0,85000.0,Diesel,2019.0
5994,Volkswagen,ARTEON,Volkswagen ARTEON 2.0 TDI SCR DSG Elegance,1968.0,190.0,"Masina familie , proprietar",24700.0,65000.0,Diesel,2019.0
5995,Skoda,Kodiaq,Skoda Kodiaq 2.0 TDI DSG Clever,1968.0,150.0,"Primul propietar in Romania ,de 1luna",27499.0,171000.0,Diesel,2022.0
5996,Porsche,Cayenne,Porsche Cayenne,2995.0,333.0,S E-hybrid/Panoramic/Interior Alb/Volan incalzit/Android/Garantie,29990.0,215000.0,Hibrid Plug-In,2015.0
5997,Kia,Sportage,Kia Sportage,1598.0,160.0,Kia Sportage 5 usi GT Line 1.6 T-GDI MHEV HP 160 CP A7 4x2 - MY 2025,39275.93,1.0,Benzina,2025.0
5998,SsangYong,Korando,SsangYong Korando e-Motion 61.5 kW Premium,,,,42350.0,5500.0,Electric,2023.0
